credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR000979,CL00893,2026-03-07,Crédito libre inversión,1250000,12,0.0244,121000,App,599,0.0582,Manual,Activo,0,0.3141294545205251,0,20260307
CR000980,CL00895,2025-07-28,Crédito libre inversión,3850000,9,0.0242,481000,App,900,0.0962,Automática,Finalizado,0,0.2702465902765631,0,20250728
CR000981,CL00896,2025-06-29,Crédito consumo digital,900000,12,0.0354,93000,Web,860,0.0363,Automática,Mora moderada,0,0.42626132376885983,0,20250629
CR000982,CL00897,2025-09-13,Microcrédito,1800000,12,0.0392,191000,App,744,0.1308,Automática,Mora severa,1,0.7532933554385195,1,20250913
CR000983,CL00898,2025-09-04,Crédito consumo digital,1800000,12,0.027,178000,App,831,0.1369,Automática,Activo,0,0.7975537688293342,1,20250904
CR000984,CL00900,2025-04-26,Microcrédito,5800000,6,0.0307,1073000,Call center,529,0.3989,Excepción,Finalizado,0,0.46165576166464256,0,20250426
CR000985,CL00900,2024-06-23,Microcrédito,2800000,12,0.0251,273000,App,617,0.1015,Manual,Finalizado,0,0.5446745958756476,1,20240623
CR000986,CL00900,2025-04-09,Crédito consumo digital,700000,9,0.0226,87000,App,634,0.0323,Automática,Finalizado,0,0.43968289937499266,0,20250409
CR000987,CL00904,2025-06-21,Microcrédito,650000,6,0.0311,120000,Aliado,801,0.0774,Automática,Mora moderada,1,0.3046411948450301,0,20250621
CR000988,CL00905,2025-07-17,Crédito consumo digital,650000,18,0.0305,47000,Web,815,0.0214,Automática,Mora severa,1,0.5982142015203988,1,20250717
CR000989,CL00906,2024-11-08,Crédito consumo digital,3150000,12,0.0208,299000,Web,889,0.0845,Automática,Mora moderada,1,0.5060928611596421,1,20241108
CR000990,CL00907,2025-05-22,Microcrédito,2800000,6,0.0448,543000,App,793,0.1655,Automática,Mora moderada,1,0.2972688779466548,0,20250522
CR000991,CL00908,2025-09-09,Crédito consumo digital,1250000,9,0.0243,156000,Aliado,856,0.0681,Automática,Activo,0,0.6381983193063765,1,20250909
CR000992,CL00908,2026-01-26,Crédito consumo digital,1200000,6,0.0292,221000,App,845,0.0965,Automática,Activo,0,0.2981491675784483,0,20260126
CR000993,CL00909,2023-11-28,Crédito consumo digital,1250000,12,0.0214,119000,Web,753,0.0721,Automática,Finalizado,0,0.6192057007244561,1,20231128
CR000994,CL00909,2026-01-26,Microcrédito,1850000,6,0.0323,344000,App,799,0.2085,Automática,Activo,0,0.2953765389044399,0,20260126
CR000995,CL00911,2025-05-21,Crédito consumo digital,1800000,12,0.0382,190000,Aliado,850,0.0696,Automática,Activo,0,0.4137656446102761,0,20250521
CR000996,CL00912,2025-07-09,Microcrédito,1750000,6,0.0266,319000,App,779,0.106,Automática,Finalizado,0,0.5419514597644717,1,20250709
CR000997,CL00912,2025-09-10,Microcrédito,2900000,3,0.0362,1037000,App,813,0.3445,Automática,Finalizado,0,0.3411547795205185,0,20250910
CR000998,CL00913,2025-09-22,Crédito consumo digital,550000,9,0.0335,72000,Aliado,785,0.059,Automática,Mora moderada,1,0.6264084037725619,1,20250922
CR000999,CL00914,2026-03-26,Crédito libre inversión,1650000,12,0.0277,163000,App,821,0.0634,Automática,Activo,0,0.23473183054221805,0,20260326
CR001000,CL00915,2025-08-03,Microcrédito,1400000,6,0.0285,257000,App,768,0.1272,Automática,Finalizado,0,0.7960559737962716,1,20250803
CR001001,CL00916,2025-02-19,Crédito consumo digital,1500000,24,0.0202,80000,Web,882,0.0233,Automática,Activo,0,0.1653381794890241,0,20250219
CR001002,CL00917,2026-01-03,Crédito consumo digital,1100000,24,0.0385,71000,Aliado,900,0.0216,Automática,Activo,0,0.1262665413577964,0,20260103
CR001003,CL00917,2025-08-23,Crédito consumo digital,1500000,6,0.0278,275000,Aliado,900,0.0838,Automática,Mora moderada,1,0.3151377159931043,0,20250823
CR001004,CL00918,2024-10-15,Avance de nómina,1150000,3,0.03,407000,Web,900,0.0604,Automática,Finalizado,0,0.15104438658292893,0,20241015
CR001005,CL00919,2024-12-12,Microcrédito,1150000,6,0.0365,217000,App,799,0.0844,Automática,Finalizado,0,0.5913997368889403,1,20241212
CR001006,CL00919,2025-10-07,Avance de nómina,950000,18,0.0296,69000,App,816,0.0268,Automática,Mora severa,1,0.5313192544768089,1,20251007
CR001007,CL00920,2024-08-24,Crédito consumo digital,1500000,9,0.0365,199000,Web,900,0.057,Automática,Finalizado,0,0.17594127749175986,0,20240824
CR001008,CL00921,2026-02-02,Crédito consumo digital,1300000,9,0.0302,167000,App,768,0.0746,Automática,Activo,0,0.28175040885606045,0,20260202
CR001009,CL00921,2025-04-12,Crédito consumo digital,1650000,9,0.033,215000,Call center,885,0.096,Automática,Finalizado,0,0.4620681189859661,0,20250412
CR001010,CL00923,2024-02-03,Crédito libre inversión,4250000,6,0.0307,786000,Aliado,772,0.2265,Automática,Finalizado,0,0.49017741260973857,0,20240203
CR001011,CL00925,2025-11-20,Crédito consumo digital,800000,9,0.025,100000,App,900,0.0356,Automática,Activo,0,0.23186739953652888,0,20251120
CR001012,CL00927,2026-03-06,Crédito libre inversión,5650000,12,0.0184,529000,Aliado,794,0.2727,Automática,Activo,0,0.43909888331738434,0,20260306
CR001013,CL00928,2024-02-10,Crédito consumo digital,600000,12,0.0322,61000,App,712,0.0526,Automática,Mora moderada,1,0.8487985308831255,1,20240210
CR001014,CL00929,2026-01-27,Crédito libre inversión,1500000,9,0.0289,192000,Web,723,0.1433,Automática,Activo,0,0.2924707189933413,0,20260127
CR001015,CL00930,2025-10-20,Crédito consumo digital,1600000,12,0.035,166000,Aliado,801,0.1129,Automática,Activo,0,0.5618162655321521,1,20251020
CR001016,CL00931,2025-10-09,Microcrédito,1400000,6,0.0346,262000,App,771,0.1489,Automática,Mora moderada,1,0.6640656032889831,1,20251009
CR001017,CL00932,2026-03-16,Crédito libre inversión,3950000,12,0.0237,382000,Web,882,0.142,Automática,Activo,0,0.28398256907629005,0,20260316
CR001018,CL00933,2025-02-01,Crédito libre inversión,1650000,12,0.0265,162000,Aliado,781,0.0827,Automática,Finalizado,0,0.41686433707552994,0,20250201
CR001019,CL00934,2025-04-09,Crédito libre inversión,5050000,6,0.0258,919000,App,777,0.2908,Automática,Mora severa,1,0.7936348338503616,1,20250409
CR001020,CL00937,2026-02-27,Crédito libre inversión,4750000,6,0.0283,872000,App,812,0.3028,Automática,Activo,0,0.5415954044480932,1,20260227
CR001021,CL00938,2025-12-10,Crédito consumo digital,850000,6,0.0374,161000,Web,791,1.8,Automática,Mora severa,1,0.6722314509824145,1,20251210
CR001022,CL00938,2026-01-15,Microcrédito,1850000,9,0.0301,238000,Aliado,808,0.0971,Automática,Activo,0,0.27195808052376874,0,20260115
CR001023,CL00939,2023-12-16,Crédito consumo digital,1800000,6,0.0273,329000,Call center,834,0.0991,Automática,Finalizado,0,0.43069925334308934,0,20231216
CR001024,CL00940,2024-02-17,Avance de nómina,1350000,6,0.0282,248000,Call center,900,0.0482,Automática,Finalizado,0,0.17715646640029112,0,20240217
CR001025,CL00940,2024-11-28,Crédito consumo digital,2350000,6,0.0345,440000,App,900,0.0854,Automática,Finalizado,0,0.24298357024530945,0,20241128
CR001026,CL00941,2024-03-27,Crédito consumo digital,2600000,6,0.0205,465000,App,892,0.1987,Automática,Finalizado,0,0.472528802499282,0,20240327
CR001027,CL00941,2025-06-27,Crédito consumo digital,1150000,6,0.0277,211000,App,828,0.0902,Automática,Finalizado,0,0.31879028023790684,0,20250627
CR001028,CL00942,2026-01-08,Microcrédito,4100000,3,0.0302,1450000,App,856,0.4096,Manual,Activo,0,0.4237613621822821,0,20260108
CR001029,CL00942,2025-04-27,Crédito libre inversión,5900000,12,0.0226,567000,Aliado,868,0.1602,Automática,Finalizado,0,0.4001598940886513,0,20250427
CR001030,CL00943,2024-10-28,Crédito consumo digital,800000,6,0.0226,144000,App,856,0.0842,Automática,Finalizado,0,0.4983691008856189,0,20241028
CR001031,CL00944,2024-08-29,Crédito consumo digital,600000,3,0.0356,214000,App,637,0.1399,Automática,Finalizado,0,0.5075251513273941,1,20240829
CR001032,CL00944,2023-09-18,Crédito libre inversión,2750000,6,0.0293,506000,App,735,0.3307,Automática,Mora moderada,1,0.8484293599706993,1,20230918
CR001033,CL00944,2025-07-21,Crédito consumo digital,1200000,3,0.0213,417000,App,844,0.2725,Automática,Mora severa,1,0.6299664904396223,1,20250721
CR001034,CL00945,2025-10-21,Microcrédito,2400000,24,0.0295,141000,App,856,0.0472,Automática,Activo,0,0.40623762782139494,0,20251021
CR001035,CL00946,2025-10-20,Crédito consumo digital,1550000,12,0.0222,149000,Call center,833,0.0536,Automática,Activo,0,0.37656982833972674,0,20251020
CR001036,CL00947,2023-12-24,Crédito consumo digital,4800000,12,0.0285,478000,Aliado,900,0.1037,Automática,Finalizado,0,0.3739767997893686,0,20231224
CR001037,CL00947,2023-09-18,Crédito consumo digital,2950000,6,0.0341,552000,App,900,0.1197,Automática,Finalizado,0,0.2790002819292661,0,20230918
CR001038,CL00949,2025-08-08,Crédito consumo digital,1400000,9,0.0366,185000,App,875,0.1076,Automática,Activo,0,0.3508605044602703,0,20250808
CR001039,CL00950,2025-07-12,Avance de nómina,500000,6,0.0208,90000,App,876,0.0584,Automática,Mora severa,1,0.6748923603993389,1,20250712
CR001040,CL00950,2024-06-17,Avance de nómina,1150000,9,0.0276,146000,Web,766,0.0948,Automática,Mora severa,1,0.7135875468310344,1,20240617
CR001041,CL00951,2026-02-08,Crédito consumo digital,1050000,3,0.025,368000,Web,757,0.1786,Automática,Activo,0,0.3013957339628298,0,20260208
CR001042,CL00952,2024-01-12,Microcrédito,3900000,6,0.0296,719000,Web,789,0.2643,Automática,Mora moderada,1,0.6627433767913394,1,20240112
CR001043,CL00953,2025-07-23,Crédito libre inversión,1700000,6,0.018,301000,App,807,0.101,Automática,Mora moderada,1,0.48457503319835477,0,20250723
CR001044,CL00953,2025-12-23,Crédito consumo digital,1450000,9,0.0273,184000,Aliado,782,0.0617,Automática,Activo,0,0.31630381483826,0,20251223
CR001045,CL00954,2024-11-05,Crédito libre inversión,3000000,12,0.0325,306000,App,900,0.1391,Automática,Finalizado,0,0.3021612148660784,0,20241105
CR001046,CL00956,2025-08-09,Crédito consumo digital,2150000,18,0.0246,149000,Aliado,900,0.0309,Automática,Activo,0,0.14131544556959122,0,20250809
CR001047,CL00957,2026-03-01,Crédito consumo digital,4850000,12,0.0239,470000,App,876,0.1047,Automática,Activo,0,0.2928641087972939,0,20260301
CR001048,CL00958,2025-05-07,Crédito libre inversión,5450000,12,0.0219,521000,App,565,0.1731,Manual,Activo,0,0.41030034967228074,0,20250507
CR001049,CL00958,2025-12-26,Crédito libre inversión,4850000,3,0.0282,1709000,Aliado,441,0.5678,Excepción,Finalizado,0,0.2143796281154461,0,20251226
CR001050,CL00958,2025-06-09,Crédito libre inversión,2300000,12,0.0223,221000,App,591,0.0734,Manual,Activo,0,0.3693290307256674,0,20250609
CR001051,CL00960,2024-03-21,Crédito consumo digital,2200000,6,0.035,413000,App,844,0.1229,Automática,Finalizado,0,0.44946826901334275,0,20240321
CR001052,CL00961,2025-06-30,Crédito libre inversión,3050000,12,0.022,292000,App,828,0.1106,Automática,Activo,0,0.6197914631991093,1,20250630
CR001053,CL00962,2026-03-06,Crédito libre inversión,5300000,6,0.0182,940000,App,900,0.2919,Automática,Activo,0,0.22871758905590692,0,20260306
CR001054,CL00962,2025-08-16,Crédito consumo digital,1950000,12,0.0256,191000,App,900,0.0593,Automática,Activo,0,0.1674699610806672,0,20250816
CR001055,CL00963,2024-05-29,Crédito libre inversión,3700000,12,0.0189,348000,Aliado,785,0.1822,Automática,Mora moderada,1,0.7501794674724118,1,20240529
CR001056,CL00964,2026-01-03,Crédito consumo digital,1050000,6,0.0314,195000,Web,893,0.101,Automática,Activo,0,0.2986035029499908,0,20260103
CR001057,CL00965,2024-04-17,Microcrédito,2600000,18,0.0406,206000,App,801,0.0802,Automática,Mora severa,1,0.7273167918248599,1,20240417
CR001058,CL00966,2026-03-12,Crédito consumo digital,950000,6,0.0308,176000,Call center,896,0.0685,Automática,Activo,0,0.19613738716473064,0,20260312
CR001059,CL00968,2025-05-25,Crédito consumo digital,2300000,9,0.0365,304000,Call center,846,0.1328,Automática,Finalizado,0,0.3626363125797248,0,20250525
CR001060,CL00969,2024-02-13,Avance de nómina,400000,6,0.0316,74000,App,862,0.0288,Automática,Finalizado,0,0.2588901303315087,0,20240213
CR001061,CL00970,2026-02-10,Avance de nómina,750000,3,0.095,263000,Aliado,813,0.1185,Automática,Activo,0,0.38047500905134435,0,20260210
CR001062,CL00971,2026-02-26,Crédito consumo digital,1800000,12,0.0316,183000,Aliado,773,0.0782,Automática,Activo,0,0.5254229610214639,1,20260226
CR001063,CL00972,2026-01-22,Crédito consumo digital,350000,12,0.0332,36000,App,641,0.0474,Automática,Mora moderada,0,0.4941425113111557,0,20260122
CR001064,CL00972,2025-05-15,Crédito consumo digital,450000,6,0.0267,82000,Aliado,792,0.1079,Automática,Mora severa,1,0.6893868104278298,1,20250515
CR001065,CL00973,2025-07-16,Avance de nómina,500000,18,0.0259,35000,Call center,893,0.0075,Automática,Activo,0,0.4838344486202353,0,20250716
CR001066,CL00973,2025-11-05,Crédito consumo digital,2150000,18,0.0268,152000,Aliado,900,0.0326,Automática,Activo,0,0.3596610777627904,0,20251105
CR001067,CL00975,2024-12-10,Crédito consumo digital,1600000,18,0.0348,121000,Call center,752,0.0699,Automática,Mora moderada,1,0.723201922689621,1,20241210
CR001068,CL00978,2025-12-07,Crédito consumo digital,1350000,12,0.0317,137000,Call center,780,0.0533,Automática,Activo,0,0.5108328564395943,1,20251207
CR001069,CL00978,2025-10-16,Crédito libre inversión,2200000,12,0.0255,215000,Aliado,820,0.0837,Automática,Mora severa,1,0.5890932728877984,1,20251016
CR001070,CL00979,2023-11-08,Microcrédito,1700000,18,0.0405,135000,Web,757,0.1071,Automática,Mora severa,1,0.8675051018509652,1,20231108
CR001071,CL00979,2023-09-06,Crédito libre inversión,2300000,6,0.025,418000,App,773,0.3317,Automática,Mora moderada,1,0.7746240303926715,1,20230906
CR001072,CL00980,2025-06-28,Crédito consumo digital,1900000,9,0.0248,238000,Web,900,0.0829,Automática,Finalizado,0,0.35665581212421676,0,20250628
CR001073,CL00981,2025-11-03,Crédito consumo digital,3000000,9,0.0224,372000,Aliado,852,0.0869,Automática,Mora moderada,1,0.41633930751907583,0,20251103
CR001074,CL00982,2025-10-31,Crédito libre inversión,2400000,3,0.0199,832000,App,786,0.4597,Manual,Finalizado,0,0.35379037187081186,0,20251031
CR001075,CL00983,2025-06-29,Microcrédito,3850000,3,0.031,1364000,App,840,0.4624,Manual,Finalizado,0,0.40717252832674405,0,20250629
CR001076,CL00984,2024-03-12,Crédito libre inversión,2500000,3,0.0311,886000,App,795,0.4497,Manual,Finalizado,0,0.5093818402368143,1,20240312
CR001077,CL00985,2026-03-07,Crédito consumo digital,1450000,6,0.0317,269000,App,708,0.1234,Automática,Activo,0,0.5604093784759338,1,20260307
CR001078,CL00986,2025-08-11,Crédito consumo digital,1200000,12,0.0356,125000,App,587,0.0638,Manual,Activo,0,0.5092255861229474,1,20250811
CR001079,CL00986,2024-11-21,Crédito consumo digital,700000,24,0.0311,42000,Aliado,616,0.0214,Manual,Mora severa,1,0.6169890274185923,1,20241121
CR001080,CL00987,2025-12-03,Crédito consumo digital,400000,3,0.0361,143000,App,900,0.0633,Automática,Mora severa,1,0.23638711270970506,0,20251203
CR001081,CL00988,2025-11-14,Microcrédito,5900000,12,0.0297,592000,App,824,0.1741,Automática,Activo,0,0.35388857876119917,0,20251114
CR001082,CL00988,2025-12-01,Avance de nómina,1350000,6,0.0294,249000,App,786,0.0732,Automática,Activo,0,0.3590096465985192,0,20251201
CR001083,CL00989,2025-08-04,Microcrédito,1100000,12,0.0277,109000,App,800,0.044,Automática,Activo,0,0.5561643753020235,1,20250804
CR001084,CL00990,2025-09-26,Crédito libre inversión,1500000,12,0.0327,153000,App,582,0.0677,Manual,Activo,0,0.6520904048612575,1,20250926
CR001085,CL00991,2024-09-01,Crédito consumo digital,3100000,6,0.0359,584000,Aliado,900,0.1497,Automática,Finalizado,0,0.2701723823255689,0,20240901
CR001086,CL00992,2025-07-06,Crédito consumo digital,1050000,12,0.0336,108000,App,885,0.0403,Automática,Mora severa,1,0.6549835052474724,1,20250706
CR001087,CL00992,2025-10-27,Crédito libre inversión,7550000,24,0.0186,393000,App,876,0.1466,Automática,Activo,0,0.7151748910797311,1,20251027
CR001088,CL00992,2025-08-23,Microcrédito,2100000,9,0.0285,268000,Aliado,768,0.1,Automática,Mora severa,1,0.7330352669263265,1,20250823
CR001089,CL00994,2025-07-20,Crédito consumo digital,1750000,9,0.0264,221000,App,900,0.0619,Automática,Finalizado,0,0.2318488147524584,0,20250720
CR001090,CL00995,2025-06-25,Crédito consumo digital,1000000,12,0.0376,105000,App,705,0.0398,Automática,Activo,0,0.4919530652374933,0,20250625
CR001091,CL00995,2025-05-23,Crédito consumo digital,2450000,12,0.0231,236000,App,781,0.0894,Automática,Activo,0,0.6662675764156849,1,20250523
CR001092,CL00996,2025-06-04,Crédito consumo digital,850000,12,0.0388,90000,Aliado,826,0.0312,Automática,Activo,0,0.21205115598583033,0,20250604
CR001093,CL00999,2025-10-05,Crédito consumo digital,1200000,18,0.0227,82000,App,877,0.035,Automática,Activo,0,0.3504008230926729,0,20251005
CR001094,CL01000,2025-09-19,Crédito libre inversión,5000000,24,0.0332,306000,App,853,0.0818,Automática,Activo,0,0.31961995014696754,0,20250919
CR001095,CL01000,2025-12-29,Crédito libre inversión,5950000,9,0.0267,753000,App,900,0.2013,Automática,Activo,0,0.18660136198279176,0,20251229
CR001096,CL01000,2025-10-14,Crédito libre inversión,8100000,18,0.026,569000,App,900,0.1521,Automática,Activo,0,0.3382008045267186,0,20251014
CR001097,CL01001,2025-11-03,Crédito consumo digital,5050000,18,0.0203,338000,Web,900,0.0797,Automática,Activo,0,0.2161543723799339,0,20251103
CR001098,CL01002,2026-03-27,Crédito consumo digital,1450000,12,0.0274,143000,App,769,0.0856,Automática,Activo,0,0.4155047200823879,0,20260327
CR001099,CL01003,2025-10-19,Crédito consumo digital,6950000,3,0.0328,2470000,App,796,0.8125,Excepción,Finalizado,0,0.7042369444906343,1,20251019
CR001100,CL01003,2025-11-02,Crédito consumo digital,2150000,24,0.0346,133000,App,850,0.0437,Automática,Activo,0,0.39220785616106923,0,20251102
CR001101,CL01004,2025-11-27,Microcrédito,3700000,12,0.0424,400000,App,900,0.0694,Automática,Activo,0,0.26736995979592215,0,20251127
CR001102,CL01005,2025-01-03,Crédito consumo digital,950000,6,0.0305,176000,App,900,0.083,Automática,Finalizado,0,0.41579369699448104,0,20250103
CR001103,CL01006,2025-11-12,Crédito consumo digital,3550000,3,0.025,1243000,App,827,0.3482,Automática,Finalizado,0,0.3788451323940264,0,20251112
CR001104,CL01006,2024-04-20,Microcrédito,7450000,6,0.0359,1402000,Aliado,787,0.3927,Manual,Mora moderada,0,0.7075837411941617,1,20240420
CR001105,CL01007,2024-10-05,Crédito consumo digital,800000,9,0.0231,99000,Web,794,0.0471,Automática,Finalizado,0,0.39950986947030465,0,20241005
CR001106,CL01007,2025-08-01,Crédito consumo digital,1150000,12,0.0336,118000,Call center,851,0.0562,Automática,Mora moderada,1,0.44093989720972326,0,20250801
CR001107,CL01009,2025-05-18,Crédito libre inversión,2700000,9,0.0277,343000,App,786,0.1916,Automática,Finalizado,0,0.41066606057520094,0,20250518
CR001108,CL01010,2025-10-19,Avance de nómina,500000,6,0.0272,91000,Aliado,784,0.0548,Automática,Mora severa,1,0.6822164638278434,1,20251019
