credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR000892,CL00808,2023-10-28,Microcrédito,3000000,6,0.0334,560000,App,822,0.1497,Automática,Finalizado,0,2023-08-07,Valle del Cauca,Cali,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,Campaña digital,567.0,False,0,Android,hash_590492,82,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5946555121545376,1,3740000.0,normal
CR000893,CL00808,2023-08-24,Crédito consumo digital,3750000,3,0.0256,1315000,App,858,0.3516,Manual,Mora severa,1,2023-08-07,Valle del Cauca,Cali,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,Campaña digital,567.0,False,0,Android,hash_590492,17,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4916465535295819,0,3740000.0,normal
CR000894,CL00809,2023-12-22,Avance de nómina,2200000,6,0.0206,394000,Aliado,900,0.0966,Automática,Finalizado,0,2023-09-02,Antioquia,Medellín,49,M,3,Bachiller,Empleado,4080000.0,Referido,605.0,False,3,Android,hash_836332,111,12,4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,826.0,275.3333333333333,0.3003523500638406,0,4080000.0,normal
CR000895,CL00809,2023-12-26,Crédito consumo digital,1650000,6,0.0223,297000,Web,854,0.0728,Automática,Finalizado,0,2023-09-02,Antioquia,Medellín,49,M,3,Bachiller,Empleado,4080000.0,Referido,605.0,False,3,Android,hash_836332,115,12,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,826.0,275.3333333333333,0.26975762265222997,0,4080000.0,normal
CR000896,CL00811,2025-07-09,Crédito libre inversión,10600000,12,0.0214,1011000,Web,862,0.2824,Automática,Mora moderada,1,2025-03-19,Antioquia,Medellín,34,F,4,Bachiller,Independiente,3580000.0,Campaña digital,616.0,True,2,Android,hash_504593,112,7,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,346.0,173.0,0.6670056708949558,1,3580000.0,normal
CR000897,CL00812,2025-08-03,Crédito libre inversión,600000,24,0.0337,37000,App,795,0.0285,Automática,Mora moderada,1,2025-02-22,Bogotá D.C.,Bogotá,82,M,2,Universitario,Independiente,1300000.0,App orgánico,555.0,False,1,Android,hash_989192,162,8,6,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1052.0,210.4,0.6488311301184239,1,1300000.0,normal
CR000898,CL00813,2025-10-13,Crédito consumo digital,2250000,6,0.0223,405000,App,900,0.1015,Automática,Mora moderada,1,2025-11-18,Atlántico,Barranquilla,50,M,3,Universitario,Independiente,3990000.0,App orgánico,698.0,False,1,iOS,hash_557199,-36,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42417261085010083,0,3990000.0,normal
CR000899,CL00814,2025-05-31,Crédito consumo digital,1550000,9,0.0292,198000,App,820,0.1048,Automática,Mora moderada,1,2024-12-24,Santander,Bucaramanga,38,M,3,Técnico/Tecnólogo,Comerciante,1890000.0,App orgánico,476.0,True,4,Android,hash_837667,158,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.7622065264018683,1,1890000.0,normal
CR000900,CL00815,2024-11-06,Crédito consumo digital,2150000,6,0.0236,389000,App,897,0.1063,Automática,Finalizado,0,2023-02-24,Santander,Bucaramanga,46,F,3,Posgrado,Independiente,3660000.0,App orgánico,685.0,True,0,Android,hash_386981,621,11,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.2802690426116347,0,3660000.0,normal
CR000901,CL00816,2026-02-12,Crédito consumo digital,700000,6,0.0279,128000,App,877,0.0601,Automática,Activo,0,2024-09-07,Bogotá D.C.,Bogotá,21,M,3,Bachiller,Conductor/Repartidor,2130000.0,Aliado comercial,616.0,False,3,iOS,hash_355628,523,2,3,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,904.0,113.0,0.3208780499271635,0,2130000.0,normal
CR000902,CL00817,2025-09-11,Crédito consumo digital,1100000,18,0.0258,77000,App,852,0.0399,Automática,Activo,0,2023-05-22,Bogotá D.C.,Bogotá,36,F,3,Técnico/Tecnólogo,Empleado,1930000.0,Referido,559.0,False,1,iOS,hash_922685,843,9,3,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,1124.0,124.88888888888889,0.4905376227535239,0,1930000.0,normal
CR000903,CL00818,2023-10-03,Crédito libre inversión,2050000,12,0.0226,197000,App,803,0.0929,Automática,Mora moderada,1,2023-06-08,Risaralda,Pereira,45,F,3,Posgrado,Independiente,2120000.0,Referido,522.0,False,3,Android,hash_470719,117,10,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,141.0,70.5,0.7767716262221399,1,2120000.0,normal
CR000904,CL00819,2025-10-25,Microcrédito,2200000,9,0.0334,287000,Aliado,807,0.1134,Automática,Activo,0,2024-03-20,Bogotá D.C.,Bogotá,37,M,3,Bachiller,Empleado,2530000.0,Campaña digital,609.0,True,0,iOS,hash_589620,584,10,5,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1612.0,161.2,0.3900561008807433,0,2530000.0,normal
CR000905,CL00822,2025-07-27,Crédito libre inversión,2200000,6,0.0264,401000,App,900,0.156,Automática,Finalizado,0,2023-07-25,Bogotá D.C.,Bogotá,50,M,3,Bachiller,Independiente,2570000.0,Campaña digital,625.0,True,0,Android,hash_328252,733,7,6,0.0,1.0,5.0,1.0,2.0,4.0,0.0,1.0,1863.0,133.07142857142858,0.3304917433050942,0,2570000.0,normal
CR000906,CL00822,2025-01-29,Crédito consumo digital,1400000,3,0.0234,489000,App,839,0.1903,Automática,Finalizado,0,2023-07-25,Bogotá D.C.,Bogotá,50,M,3,Bachiller,Independiente,2570000.0,Campaña digital,625.0,True,0,Android,hash_328252,554,1,2,0.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,1639.0,136.58333333333334,0.2449511290751843,0,2570000.0,normal
CR000907,CL00823,2026-03-03,Crédito libre inversión,3050000,6,0.031,565000,App,768,0.3717,Manual,Activo,0,2025-12-16,Santander,Bucaramanga,59,M,3,Universitario,Pensionado,1520000.0,Campaña digital,562.0,True,1,Android,hash_563378,77,3,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,279.0,93.0,0.6148948362979272,1,1520000.0,normal
CR000908,CL00824,2026-02-28,Crédito consumo digital,300000,6,0.025,54000,Web,682,0.09,Automática,Activo,0,2024-11-24,Meta,Villavicencio,32,M,1,Posgrado,Desempleado,600000.0,App orgánico,469.0,False,0,iOS,hash_326392,461,2,5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,736.0,122.66666666666667,0.46291766296087683,0,600000.0,normal
CR000909,CL00825,2025-09-01,Crédito libre inversión,1600000,6,0.0183,284000,Web,816,0.115,Automática,Mora moderada,0,2024-09-02,Antioquia,Medellín,32,F,3,Posgrado,Empleado,2470000.0,App orgánico,514.0,False,0,Android,hash_238148,364,9,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1203.0,240.6,0.5336545875338421,1,2470000.0,normal
CR000910,CL00826,2026-03-10,Crédito libre inversión,4800000,9,0.0188,585000,Web,839,0.3112,Automática,Activo,0,2025-10-31,Bogotá D.C.,Bogotá,51,M,4,Posgrado,Pensionado,1880000.0,App orgánico,594.0,True,1,Android,hash_797499,130,3,1,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,732.0,104.57142857142857,0.3010472998820821,0,1880000.0,normal
CR000911,CL00827,2026-02-08,Crédito consumo digital,4100000,12,0.0332,420000,App,900,0.1029,Automática,Activo,0,2024-10-12,Valle del Cauca,Cali,52,F,2,Bachiller,Empleado,4080000.0,Call center,777.0,False,2,Android,hash_904402,484,2,6,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2014.0,154.92307692307693,0.17025104043272513,0,4080000.0,normal
CR000912,CL00828,2024-11-13,Crédito consumo digital,1500000,6,0.12,284000,App,896,0.1048,Automática,Mora severa,1,2023-12-19,Valle del Cauca,Cali,31,F,4,Universitario,Independiente,2710000.0,Aliado comercial,494.0,False,2,Web,hash_306337,330,11,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,617.0,205.66666666666666,0.74393804386063,1,2710000.0,normal
CR000913,CL00829,2025-09-19,Avance de nómina,250000,9,0.0256,31000,App,780,0.0193,Automática,Activo,0,2023-11-15,Bogotá D.C.,Bogotá,32,F,2,Bachiller,Pensionado,1610000.0,App orgánico,451.0,False,2,Android,hash_316585,674,9,4,0.0,5.0,5.0,2.0,1.0,3.0,2.0,1.0,2235.0,117.63157894736842,0.3105819349419128,0,1610000.0,normal
CR000914,CL00829,2024-06-06,Crédito libre inversión,3000000,6,0.018,532000,Web,619,0.3304,Manual,Mora moderada,1,2023-11-15,Bogotá D.C.,Bogotá,32,F,2,Bachiller,Pensionado,1610000.0,App orgánico,451.0,False,2,Android,hash_316585,204,6,3,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,600.0,100.0,0.7483862239139221,1,1610000.0,normal
CR000915,CL00829,2025-02-17,Crédito consumo digital,1200000,3,0.0328,427000,App,740,0.2652,Automática,Finalizado,0,2023-11-15,Bogotá D.C.,Bogotá,32,F,2,Bachiller,Pensionado,1610000.0,App orgánico,451.0,False,2,Android,hash_316585,460,2,0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1371.0,114.25,0.20004188140310272,0,1610000.0,normal
CR000916,CL00830,2026-02-01,Crédito consumo digital,750000,9,0.03,96000,Web,780,0.05,Automática,Activo,0,2024-02-18,Tolima,Ibagué,33,M,2,Posgrado,Empleado,1920000.0,Campaña digital,376.0,True,0,iOS,hash_793431,714,2,6,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1197.0,171.0,0.3656499025327135,0,1920000.0,normal
CR000917,CL00831,2025-07-02,Crédito libre inversión,6000000,9,0.0273,761000,Aliado,898,0.187,Automática,Finalizado,0,2023-04-27,Norte de Santander,Cúcuta,23,F,1,Bachiller,Empleado,4070000.0,App orgánico,586.0,False,0,iOS,hash_544629,797,7,2,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1784.0,178.4,0.405501915370107,0,4070000.0,normal
CR000918,CL00832,2024-10-19,Crédito consumo digital,3500000,6,0.0211,627000,Web,810,0.2076,Automática,Finalizado,0,2023-06-23,Norte de Santander,Cúcuta,27,F,3,Técnico/Tecnólogo,Microempresario,3020000.0,App orgánico,605.0,False,3,Android,hash_800924,484,10,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,112.0,56.0,0.4281657135431484,0,3020000.0,normal
CR000919,CL00834,2026-03-04,Crédito consumo digital,1250000,24,0.0259,71000,App,781,0.0284,Automática,Activo,0,2025-12-23,Santander,Bucaramanga,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,Referido,559.0,False,0,Android,hash_224109,71,3,2,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1492.0,186.5,0.30556761553386835,0,2500000.0,normal
CR000920,CL00834,2026-02-08,Crédito consumo digital,1650000,12,0.028,164000,Aliado,835,1.8,Automática,Activo,0,2025-12-23,Santander,Bucaramanga,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,Referido,559.0,False,0,Android,hash_224109,47,2,6,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,754.0,150.8,0.5489323116586128,1,2500000.0,normal
CR000921,CL00835,2025-07-20,Crédito libre inversión,2150000,18,0.0263,151000,Aliado,890,0.0637,Automática,Mora moderada,1,2024-08-19,Bogotá D.C.,Bogotá,36,M,3,Sin información,Independiente,2370000.0,Aliado comercial,576.0,False,2,Android,hash_649721,335,7,6,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,977.0,139.57142857142858,0.5558842076194737,1,2370000.0,normal
CR000922,CL00835,2025-07-08,Microcrédito,1900000,9,0.0282,242000,Aliado,885,0.1021,Automática,Finalizado,0,2024-08-19,Bogotá D.C.,Bogotá,36,M,3,Sin información,Independiente,2370000.0,Aliado comercial,576.0,False,2,Android,hash_649721,323,7,1,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,977.0,139.57142857142858,0.5183817996913157,1,2370000.0,normal
CR000923,CL00837,2025-03-07,Microcrédito,2400000,6,0.0427,462000,Web,889,0.211,Automática,Mora moderada,1,2025-01-04,Cundinamarca,Soacha,52,F,2,Bachiller,Independiente,2190000.0,App orgánico,589.0,False,2,iOS,hash_688330,62,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6328658264158787,1,2190000.0,normal
CR000924,CL00838,2024-07-15,Crédito consumo digital,1400000,6,0.0205,250000,Call center,780,0.098,Automática,Mora moderada,1,2024-03-22,Atlántico,Barranquilla,26,F,2,Bachiller,Conductor/Repartidor,2550000.0,App orgánico,517.0,False,2,Android,hash_946801,115,7,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,470.0,235.0,0.7027755419444109,1,2550000.0,normal
CR000925,CL00839,2025-01-28,Crédito libre inversión,3450000,6,0.0231,622000,Web,765,0.2603,Automática,Finalizado,0,2024-01-27,Bogotá D.C.,Bogotá,46,M,4,Sin información,Empleado,2390000.0,Aliado comercial,610.0,True,0,Android,hash_174300,367,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,574.0,287.0,0.30212967591591117,0,2390000.0,normal
CR000926,CL00840,2025-10-08,Avance de nómina,700000,18,0.0257,49000,App,900,0.0196,Automática,Activo,0,2025-07-02,Valle del Cauca,Cali,34,M,2,Bachiller,Empleado,2500000.0,Aliado comercial,517.0,True,0,Android,hash_728422,98,10,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1214.0,404.6666666666667,0.3932453840716943,0,2500000.0,normal
CR000927,CL00841,2025-10-06,Crédito consumo digital,2550000,6,0.0385,484000,App,900,0.072,Automática,Finalizado,0,2025-10-06,Bogotá D.C.,Bogotá,36,F,6,Bachiller,Empleado,6720000.0,App orgánico,841.0,True,0,Android,hash_239648,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795988669082131,0,6720000.0,normal
CR000928,CL00842,2025-05-13,Crédito consumo digital,800000,12,0.0223,77000,App,881,0.03,Automática,Activo,0,2024-08-21,Bogotá D.C.,Bogotá,43,M,4,Técnico/Tecnólogo,Independiente,2570000.0,App orgánico,565.0,False,1,Android,hash_878985,265,5,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2053.0,228.11111111111111,0.4514241974672204,0,2570000.0,normal
CR000929,CL00842,2025-08-09,Crédito consumo digital,1400000,9,0.0311,181000,Call center,833,0.0704,Automática,Activo,0,2024-08-21,Bogotá D.C.,Bogotá,43,M,4,Técnico/Tecnólogo,Independiente,2570000.0,App orgánico,565.0,False,1,Android,hash_878985,353,8,5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2053.0,228.11111111111111,0.4264179367866242,0,2570000.0,normal
CR000930,CL00843,2025-10-20,Crédito consumo digital,1150000,3,0.0365,412000,Aliado,715,0.1981,Automática,Finalizado,0,2024-11-12,Bogotá D.C.,Bogotá,25,F,2,Sin información,Empleado,2080000.0,App orgánico,528.0,True,0,iOS,hash_599302,342,10,0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1528.0,254.66666666666666,0.27313294125380616,0,2080000.0,normal
CR000931,CL00844,2026-03-02,Microcrédito,2350000,6,0.0293,433000,App,844,0.1933,Automática,Activo,0,2023-12-05,Bogotá D.C.,Bogotá,40,M,1,Sin información,Conductor/Repartidor,2240000.0,Call center,574.0,True,2,Android,hash_351131,818,3,0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,659.0,164.75,0.39256818625666534,0,2240000.0,normal
CR000932,CL00846,2026-02-03,Crédito consumo digital,800000,3,0.0366,286000,App,854,0.1799,Automática,Activo,0,2025-04-12,Bogotá D.C.,Bogotá,41,F,2,Bachiller,Empleado,1590000.0,Call center,588.0,False,1,Android,hash_525615,297,2,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,897.0,224.25,0.15682273593925775,0,1590000.0,normal
CR000933,CL00847,2025-08-11,Crédito libre inversión,3050000,24,0.032,184000,App,791,0.0716,Automática,Mora severa,1,2024-12-05,Antioquia,Medellín,39,F,2,Técnico/Tecnólogo,Comerciante,2570000.0,App orgánico,553.0,False,4,Android,hash_301513,249,8,0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1088.0,217.6,0.6739110168311072,1,2570000.0,normal
CR000934,CL00848,2025-06-18,Microcrédito,2150000,12,0.029,215000,Call center,874,0.0837,Automática,Mora moderada,1,2023-01-22,Bogotá D.C.,Bogotá,61,F,4,Universitario,Empleado,2570000.0,Referido,681.0,False,0,Android,hash_802166,878,6,2,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1126.0,160.85714285714286,0.41231984930384236,0,2570000.0,normal
CR000935,CL00848,2025-06-30,Avance de nómina,450000,3,0.0296,159000,App,851,0.0619,Automática,Finalizado,0,2023-01-22,Bogotá D.C.,Bogotá,61,F,4,Universitario,Empleado,2570000.0,Referido,681.0,False,0,Android,hash_802166,890,6,0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1126.0,160.85714285714286,0.22764241551216044,0,2570000.0,normal
CR000936,CL00849,2026-01-29,Crédito libre inversión,1200000,3,0.0333,427000,Aliado,835,0.1959,Automática,Finalizado,0,2025-08-06,Bogotá D.C.,Bogotá,30,M,3,Técnico/Tecnólogo,Independiente,2180000.0,Referido,537.0,False,0,Android,hash_260887,176,1,3,0.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,1165.0,116.5,0.41728992768814704,0,2180000.0,normal
CR000937,CL00850,2025-05-12,Crédito consumo digital,3450000,6,0.0207,617000,Aliado,804,0.2036,Automática,Finalizado,0,2025-10-09,Bogotá D.C.,Bogotá,31,F,3,Universitario,Empleado,3030000.0,Aliado comercial,590.0,False,0,Android,hash_208345,-150,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537480101604037,1,3030000.0,normal
CR000938,CL00851,2025-06-02,Microcrédito,1550000,6,0.0338,290000,App,826,0.1062,Automática,Mora moderada,1,2023-03-26,Bogotá D.C.,Bogotá,30,F,2,Sin información,Empleado,2730000.0,Campaña digital,513.0,True,0,Android,hash_232316,799,6,0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2053.0,228.11111111111111,0.5365303911453955,1,2730000.0,normal
CR000939,CL00852,2025-12-15,Crédito libre inversión,14550000,3,0.0182,5028000,App,900,0.6573,Excepción,Finalizado,0,2025-06-20,Cundinamarca,Soacha,30,F,5,Bachiller,Empleado,7650000.0,Referido,821.0,True,0,Android,hash_814967,178,12,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,605.0,201.66666666666666,0.5408809199161475,1,7082400.000000003,outlier_real
CR000940,CL00853,2025-07-12,Crédito consumo digital,750000,6,0.0207,134000,App,824,0.0709,Automática,Finalizado,0,2025-07-15,Cundinamarca,Soacha,30,M,2,Bachiller,Independiente,1890000.0,App orgánico,567.0,True,1,iOS,hash_892976,-3,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311464330576254,1,1890000.0,normal
CR000941,CL00854,2025-10-26,Crédito consumo digital,400000,12,0.0208,38000,Call center,834,0.0215,Automática,Activo,0,2024-04-11,Bolívar,Cartagena,48,F,3,Sin información,Pensionado,1770000.0,Campaña digital,561.0,True,2,Android,hash_859510,563,10,6,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1204.0,150.5,0.36679236260123754,0,1770000.0,normal
CR000942,CL00855,2025-12-01,Desconocido,1050000,9,0.0274,133000,Web,900,0.0518,Automática,Activo,0,2025-05-31,Norte de Santander,Cúcuta,50,M,6,Bachiller,Empleado,2570000.0,Aliado comercial,715.0,False,0,Web,hash_892332,184,12,0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1251.0,178.71428571428572,0.11082465553840515,0,2570000.0,normal
CR000943,CL00857,2025-12-18,Microcrédito,1500000,6,0.03,277000,App,716,0.172,Automática,Mora moderada,1,2025-12-19,Bogotá D.C.,Bogotá,28,M,3,Sin información,Independiente,1610000.0,Campaña digital,496.0,False,0,Android,hash_228773,-1,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827944517579316,1,1610000.0,normal
CR000944,CL00859,2025-02-06,Avance de nómina,3750000,6,0.0303,693000,Aliado,900,0.1006,Automática,Finalizado,0,2024-12-26,Antioquia,Medellín,30,F,4,Bachiller,Empleado,6890000.0,App orgánico,778.0,True,1,Android,hash_782083,42,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,359.0,179.5,0.2102241813447218,0,6890000.0,normal
CR000945,CL00861,2024-02-16,Crédito consumo digital,1250000,24,0.0217,67000,Web,578,0.0295,Manual,Mora moderada,1,2023-12-18,Bogotá D.C.,Bogotá,38,M,3,Bachiller,Pensionado,2270000.0,App orgánico,588.0,False,0,Web,hash_495037,60,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,209.0,209.0,0.6514352012122681,1,2270000.0,normal
CR000946,CL00862,2025-12-02,Microcrédito,1700000,6,0.0385,323000,Web,900,0.0907,Automática,Activo,0,2024-06-27,Santander,Bucaramanga,21,M,2,Bachiller,Comerciante,3560000.0,Referido,705.0,False,1,Android,hash_637426,523,12,1,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1150.0,191.66666666666666,0.3085963520573765,0,3560000.0,normal
CR000947,CL00863,2024-06-27,Crédito consumo digital,1750000,12,0.0308,177000,App,861,0.0734,Automática,Finalizado,0,2023-10-17,Norte de Santander,Cúcuta,51,F,3,Bachiller,Empleado,2410000.0,Referido,674.0,False,1,iOS,hash_591592,254,6,3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1061.0,265.25,0.22398246002105407,0,2410000.0,normal
CR000948,CL00864,2026-03-21,Crédito consumo digital,1650000,6,0.0222,297000,Web,831,0.0762,Automática,Activo,0,2025-12-19,Bogotá D.C.,Bogotá,54,F,1,Bachiller,Empleado,3900000.0,Campaña digital,583.0,False,2,Android,hash_549158,92,3,5,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,2187.0,182.25,0.0814341617075101,0,3900000.0,normal
CR000949,CL00865,2026-03-31,Crédito consumo digital,500000,9,0.0384,67000,App,660,0.0482,Automática,Activo,0,2024-09-10,Risaralda,Pereira,30,M,3,Técnico/Tecnólogo,Desempleado,1390000.0,Aliado comercial,495.0,True,1,Android,hash_730734,567,3,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,924.0,184.8,0.444781195384946,0,1390000.0,normal
CR000950,CL00866,2025-05-01,Crédito consumo digital,1400000,9,0.024,175000,App,873,0.0681,Automática,Finalizado,0,2024-04-03,Tolima,Ibagué,32,M,3,Bachiller,Empleado,2570000.0,Aliado comercial,594.0,False,0,Android,hash_534171,393,5,3,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1328.0,189.71428571428572,0.30557311809235566,0,2570000.0,normal
CR000951,CL00868,2026-03-03,Microcrédito,1500000,9,0.0427,204000,Aliado,861,0.0662,Automática,Activo,0,2024-12-27,Antioquia,Medellín,39,F,4,Bachiller,Empleado,3080000.0,Campaña digital,587.0,True,0,Android,hash_738100,431,3,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,415.0,103.75,0.2849294698794327,0,3080000.0,normal
CR000952,CL00869,2025-08-10,Crédito consumo digital,2400000,18,0.0388,188000,App,805,0.1279,Automática,Mora moderada,1,2025-07-16,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Independiente,1470000.0,App orgánico,473.0,True,1,Android,hash_459523,25,8,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,218.0,218.0,0.8561606306902501,1,1470000.0,normal
CR000953,CL00870,2025-01-12,Microcrédito,2600000,9,0.0418,353000,App,847,0.1374,Automática,Mora moderada,1,2023-08-05,Santander,Bucaramanga,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,App orgánico,547.0,True,2,Android,hash_501365,526,1,6,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1506.0,188.25,0.545000217496213,1,2570000.0,normal
CR000954,CL00870,2024-04-24,Microcrédito,1700000,6,0.045,330000,App,788,0.1284,Automática,Finalizado,0,2023-08-05,Santander,Bucaramanga,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,App orgánico,547.0,True,2,Android,hash_501365,263,4,2,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1205.0,200.83333333333334,0.5391060781097953,1,2570000.0,normal
CR000955,CL00871,2023-09-19,Crédito libre inversión,3600000,18,0.0325,267000,App,822,0.1658,Automática,Finalizado,0,2023-05-19,Antioquia,Medellín,34,M,3,Bachiller,Empleado,1610000.0,Campaña digital,611.0,False,1,Android,hash_106798,123,9,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,239.0,119.5,0.5347694633697969,1,1610000.0,normal
CR000956,CL00873,2025-12-14,Crédito consumo digital,2600000,6,0.0313,482000,App,845,0.1535,Automática,Mora severa,1,2024-11-12,Bogotá D.C.,Bogotá,22,M,3,Bachiller,Empleado,3140000.0,Referido,551.0,True,0,iOS,hash_767550,397,12,6,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,555.0,138.75,0.5127029124761794,1,3140000.0,normal
CR000957,CL00874,2025-05-22,Crédito consumo digital,3700000,6,0.0268,676000,Web,900,0.1653,Automática,Finalizado,0,2024-11-07,Santander,Bucaramanga,29,F,5,Sin información,Microempresario,4090000.0,Campaña digital,716.0,False,1,Android,hash_805126,196,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,443.0,443.0,0.2804784646040559,0,4090000.0,normal
CR000958,CL00876,2025-09-04,Avance de nómina,1000000,12,0.0282,99000,App,887,0.0304,Automática,Activo,0,2025-04-18,Risaralda,Pereira,54,M,3,Universitario,Conductor/Repartidor,3260000.0,Campaña digital,605.0,False,3,Web,hash_634328,139,9,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,884.0,176.8,0.2833061001183922,0,3260000.0,normal
CR000959,CL00876,2025-10-28,Microcrédito,3950000,18,0.0349,299000,App,876,0.0917,Automática,Activo,0,2025-04-18,Risaralda,Pereira,54,M,3,Universitario,Conductor/Repartidor,3260000.0,Campaña digital,605.0,False,3,Web,hash_634328,193,10,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,938.0,156.33333333333334,0.40825266708669417,0,3260000.0,normal
